measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Cannabis use disorders,Percent,2017,0.00017473845997698827,0.00024772857047774454,0.00011748372884859183
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Cannabis use disorders,Rate,2017,4.437872619631882,6.613206056421856,2.7573956072561274
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Other drug use disorders,Number,2017,48357.58540534852,63769.02081883867,35980.69200529532
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Other drug use disorders,Percent,2017,0.0015090971359140294,0.0019068048277825606,0.0011956628381410515
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Other drug use disorders,Rate,2017,38.20628301024781,50.38252502205088,28.427567053561532
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Depressive disorders,Number,2017,563456.2378415399,771305.7261566271,398878.37420678703
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Depressive disorders,Percent,2017,0.017549171947196684,0.02248686669487568,0.013422885419587322
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Depressive disorders,Rate,2017,445.17459476962125,609.3919829525946,315.1451819578749
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Major depressive disorder,Number,2017,447576.4444643379,608651.1454758763,314208.7826106734
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Major depressive disorder,Percent,2017,0.013946059350297628,0.01814312024115612,0.010333075248825575
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Major depressive disorder,Rate,2017,353.6204746904838,480.88211443226515,248.24956771727167
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Dysthymia,Number,2017,115879.7933772021,169231.9496142937,77736.66491560172
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Dysthymia,Percent,2017,0.003603112596899057,0.0048407455292530785,0.0026224589831477557
DALYs (Disability-Adjusted Life Years),Mexico,Both,All Ages,Dysthymia,Rate,2017,91.55412007913746,133.70650554906675,61.418058721140895
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Substance use disorders,Number,2017,222921.58480837347,281832.8463699833,167883.51404804626
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Substance use disorders,Percent,2017,0.01876438328378191,0.02219506228051675,0.015257629729583963
DALYs (Disability-Adjusted Life Years),Argentina,Both,All Ages,Substance use disorders,Rate,2017,503.59653474692766,636.6814812113947,379.2614160194931
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All Ages,Substance use disorders,Number,2017,99346.35309996067,126872.02234724493,75261.76183178852
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All Ages,Substance use disorders,Percent,2017,0.0552225126676762,0.06697609434664065,0.04437181167485125
DALYs (Disability-Adjusted Life Years),Lebanon,Both,All Ages,Substance use disorders,Rate,2017,1167.135716353951,1490.5113682284207,884.1863598276332
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Anorexia nervosa,Number,2017,5757.137904827395,8748.357252478785,3427.4317422421345
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Anorexia nervosa,Percent,2017,0.00015171976335778153,0.000225051671282405,9.322640686073863e-05
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Anorexia nervosa,Rate,2017,5.595759649957221,8.503132168465763,3.331357449356795
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Bulimia nervosa,Number,2017,18275.067491753205,27205.952231679657,11221.59523672734
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Bulimia nervosa,Percent,2017,0.00048142597240708455,0.0007042485585407833,0.00031060121454412067
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Bulimia nervosa,Rate,2017,17.762799321664588,26.44334255204208,10.907042852174586
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Autism spectrum disorders,Number,2017,72110.3106155295,100206.74380794525,48893.241002544506
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Autism spectrum disorders,Percent,2017,0.0018997904814370488,0.0025143979276083667,0.001369637834143384
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Autism spectrum disorders,Rate,2017,70.08898747238877,97.39784992538094,47.52271522421959
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Attention-deficit/hyperactivity disorder,Number,2017,20062.838430236672,32547.185090650037,12013.516431781936
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Attention-deficit/hyperactivity disorder,Percent,2017,0.0005281050587175364,0.0008273951612469759,0.00032502038932824795
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Attention-deficit/hyperactivity disorder,Rate,2017,19.500457277112126,31.634855384866636,11.67676571490411
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Conduct disorder,Number,2017,147539.79471632585,232718.43974373257,88360.67571775797
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Conduct disorder,Percent,2017,0.0038873413271644248,0.005917532765882968,0.002414453116767402
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Conduct disorder,Rate,2017,143.40410872289848,226.19511230173012,85.88383880986935
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Idiopathic developmental intellectual disability,Number,2017,33480.70306684356,65153.708414193316,9508.982101784506
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Idiopathic developmental intellectual disability,Percent,2017,0.0008816193343076824,0.0017045215872862167,0.0002625092776502378
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Idiopathic developmental intellectual disability,Rate,2017,32.54220593127501,63.32738569342155,9.242435952891498
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Other mental disorders,Number,2017,98541.30814573592,137600.03900782287,64433.41214673858
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Other mental disorders,Percent,2017,0.0025981603802061218,0.003530521944719047,0.0017774914742170382
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Other mental disorders,Rate,2017,95.77909806773022,133.7429741724416,62.62728004091349
DALYs (Disability-Adjusted Life Years),Mauritania,Both,All Ages,Substance use disorders,Number,2017,11105.102588313875,14021.483948280897,8463.283647411823
DALYs (Disability-Adjusted Life Years),Mauritania,Both,All Ages,Substance use disorders,Percent,2017,0.009022470622667186,0.011255700936983063,0.007089932895430962
DALYs (Disability-Adjusted Life Years),Mauritania,Both,All Ages,Substance use disorders,Rate,2017,283.7333973343441,358.2464227301443,216.23539294551946
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Substance use disorders,Number,2017,310195.76370369334,399753.44169201993,226123.2687864278
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Substance use disorders,Percent,2017,0.008186340219258242,0.010257903382352425,0.006335088084500514
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Substance use disorders,Rate,2017,301.5006704399645,388.5479583659195,219.7848104924733
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Bipolar disorder,Number,2017,19839.55494531577,29571.453572336795,12646.335079781065
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Bipolar disorder,Percent,2017,0.006247905678609498,0.008853356829787419,0.004159038335339287
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Bipolar disorder,Rate,2017,190.72243258813512,284.2775241697039,121.57227298639508
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Anxiety disorders,Number,2017,55558.594504830864,73664.41959529262,39561.70866252094
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Anxiety disorders,Percent,2017,0.01748680845294343,0.02184249135018951,0.013576550393374189
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Anxiety disorders,Rate,2017,534.0981853849992,708.1538542135721,380.3162588201395
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Eating disorders,Number,2017,9231.708884449677,13641.910640315806,5977.344741428444
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Eating disorders,Percent,2017,0.0028986249761186675,0.003956869630533917,0.002089515712624109
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Eating disorders,Rate,2017,88.74664679932506,131.14298126356397,57.461658421541046
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Anorexia nervosa,Number,2017,1985.9939807930593,2919.00571454792,1222.8202531217785
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Anorexia nervosa,Percent,2017,0.0006239687570786655,0.000865453331210891,0.0004174328477373251
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Anorexia nervosa,Rate,2017,19.09183971950323,28.061106821788435,11.755266382550031
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Bulimia nervosa,Number,2017,7245.714903656619,10887.324395390779,4556.543705760616
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Bulimia nervosa,Percent,2017,0.0022746562190400017,0.0031803052420786384,0.0015936397583567949
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Bulimia nervosa,Rate,2017,69.65480707982184,104.66247850763104,43.80315496754652
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Autism spectrum disorders,Number,2017,8369.386938653339,11585.748590338815,5712.385545243999
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Autism spectrum disorders,Percent,2017,0.002629329586913495,0.0033288490314255267,0.001990827140370724
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Autism spectrum disorders,Rate,2017,80.45693769900866,111.37659895065788,54.91454168569786
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Attention-deficit/hyperactivity disorder,Number,2017,847.1878162337684,1347.8266757854024,506.65168040591055
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Attention-deficit/hyperactivity disorder,Percent,2017,0.00026590366819442064,0.0003951215866716637,0.0001726829278815935
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Attention-deficit/hyperactivity disorder,Rate,2017,8.144221058208956,12.956983310437874,4.870564951090119
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Conduct disorder,Number,2017,5049.171039507927,8144.272600417519,3029.0953082670476
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Conduct disorder,Percent,2017,0.0015855069074865056,0.002381040961114885,0.001030165872388898
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Conduct disorder,Rate,2017,48.53890048757783,78.29285920444843,29.119424670884584
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Idiopathic developmental intellectual disability,Number,2017,1748.9975076134424,3250.045747702624,532.2090666911124
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Idiopathic developmental intellectual disability,Percent,2017,0.0005486236993541645,0.0009866677694354267,0.00017227815597540812
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Idiopathic developmental intellectual disability,Rate,2017,16.813535392404535,31.24347460077075,5.116254277102909
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Other mental disorders,Number,2017,19176.521478621573,26555.644257585333,12968.74063688695
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Other mental disorders,Percent,2017,0.006030783270568654,0.00798915789732907,0.004415538698332879
DALYs (Disability-Adjusted Life Years),Greece,Both,All Ages,Other mental disorders,Rate,2017,184.3485317620423,255.28582096281514,124.67163546204803
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Alcohol use disorders,Number,2017,2631276.030583344,3231393.1536743343,2071917.6292342048
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Alcohol use disorders,Percent,2017,0.0054640175082584525,0.006408851217775474,0.004457132286049308
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Alcohol use disorders,Rate,2017,190.59478376662665,234.06388088177036,150.07801839725943
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Drug use disorders,Number,2017,2544690.3402428767,3303073.2069007386,1877195.0651096716
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Drug use disorders,Percent,2017,0.0052881332958931125,0.006661876143626071,0.004057419140345027
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Drug use disorders,Rate,2017,184.32300507981705,239.25597934893045,135.9734149377848
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Opioid use disorders,Number,2017,2225792.015415563,2947430.788211468,1603109.5670458707
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Opioid use disorders,Percent,2017,0.004625303155748397,0.005973350887271702,0.0034593669113283506
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Opioid use disorders,Rate,2017,161.22381040865722,213.49524991557857,116.12020849731226
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Cocaine use disorders,Number,2017,21725.57289550909,32135.16966041261,15319.398806123205
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Cocaine use disorders,Percent,2017,4.516407533658616e-05,6.539363648795115e-05,3.290420914102204e-05
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Cocaine use disorders,Rate,2017,1.5736778734337664,2.327690307494025,1.1096507811992882
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Mental disorders,Number,2017,879409.3983321069,1137282.8435213761,651050.6724272354
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Mental disorders,Percent,2017,0.036497833195748626,0.045250296624682315,0.028221841534411266
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Mental disorders,Rate,2017,1600.2977885578662,2069.5608017197283,1184.7439353052657
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Schizophrenia,Number,2017,62515.609321622636,77963.4377248036,47051.123131286695
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Schizophrenia,Percent,2017,0.002601058435960008,0.003191154788501742,0.0020130536897679098
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Schizophrenia,Rate,2017,113.76224945683259,141.87330407885293,85.62088196802127
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Alcohol use disorders,Number,2017,110045.28428105572,144759.73834351817,81677.37376312447
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Alcohol use disorders,Percent,2017,0.004569415869811178,0.005780530674880581,0.003546763343644382
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Alcohol use disorders,Rate,2017,200.25397205237667,263.42530519086176,148.63170766226077
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Drug use disorders,Number,2017,179963.59463844541,230206.9458142926,134151.20686739017
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Drug use disorders,Percent,2017,0.007484206042380016,0.00930846440092309,0.00577339722930267
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Drug use disorders,Rate,2017,327.48722388803446,418.91713574585606,244.12052007792977
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Opioid use disorders,Number,2017,147932.28215615332,194880.717744895,107188.56444369118
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Opioid use disorders,Percent,2017,0.006152538160080585,0.00789699519656412,0.004579526439203285
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Opioid use disorders,Rate,2017,269.1985148666875,354.63253205073113,195.05548037496868
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Cocaine use disorders,Number,2017,6197.642540611079,8334.766859973417,4322.398132982955
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Cocaine use disorders,Percent,2017,0.00025757415249495796,0.0003357509010964577,0.00018974208133715732
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Cocaine use disorders,Rate,2017,11.278107410294611,15.16712125144214,7.86564731579891
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Amphetamine use disorders,Number,2017,5004.42866665365,7550.014221586604,3184.4595215354157
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Amphetamine use disorders,Percent,2017,0.00020794352261835648,0.0003097070391416558,0.00013501895309952114
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Amphetamine use disorders,Rate,2017,9.106766590657934,13.73907429838797,5.794893185961428
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Cannabis use disorders,Number,2017,4605.056699762575,7104.655710054048,2797.106708660548
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Cannabis use disorders,Percent,2017,0.00019093530607144197,0.0002835644448254717,0.00012157863035974636
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Cannabis use disorders,Rate,2017,8.380012843609128,12.928636927042275,5.090011192420095
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Other drug use disorders,Number,2017,16224.184575264799,19177.49887567213,13378.66315176667
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Other drug use disorders,Percent,2017,0.000675214901114675,0.0007868808850411606,0.0005713654314090593
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Other drug use disorders,Rate,2017,29.52382217678532,34.89809080846231,24.345708717963266
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Depressive disorders,Number,2017,336357.5428564415,458777.5191039288,234618.05913171108
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Depressive disorders,Percent,2017,0.013957237452615399,0.01815110171007407,0.010329202537143692
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Depressive disorders,Rate,2017,612.0837837516988,834.8564964788103,426.94422176555446
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Major depressive disorder,Number,2017,277595.3333718324,378118.2936297921,192190.5920365526
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Major depressive disorder,Percent,2017,0.011521764299342397,0.01506991839244418,0.008256938004905826
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Major depressive disorder,Rate,2017,505.15175179099293,688.0775555238207,349.7371986256303
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Dysthymia,Number,2017,58762.209484609135,85770.26306073419,39453.436244056466
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Dysthymia,Percent,2017,0.0024354731532730016,0.0033831345795235805,0.001714854439960685
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Dysthymia,Rate,2017,106.93203196070593,156.07970822286362,71.79505574095386
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Bipolar disorder,Number,2017,70160.36925307312,103489.29468526672,43996.20655306832
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Bipolar disorder,Percent,2017,0.0029135071071817323,0.004209854307895094,0.001915492659970054
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Bipolar disorder,Rate,2017,127.67373645658363,188.3237656299211,80.06172345365503
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Anxiety disorders,Number,2017,204375.14728985738,274514.4689722478,144340.54732404192
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Anxiety disorders,Percent,2017,0.008483723439040946,0.011056833043682034,0.006355304037086224
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Anxiety disorders,Rate,2017,371.90993963045304,499.54537494892975,262.66248589108693
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Eating disorders,Number,2017,26812.515029837872,39465.787527678774,16971.36319498917
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Eating disorders,Percent,2017,0.0011114001901851088,0.0015618500757280283,0.0007469004351940423
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Eating disorders,Rate,2017,48.79184665220052,71.81753188449305,30.883494128290977
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Anorexia nervosa,Number,2017,5185.312644726914,7805.249948713911,3114.6585465981407
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Anorexia nervosa,Percent,2017,0.0002150069308049616,0.00030808974819444574,0.00013527552840060023
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Anorexia nervosa,Rate,2017,9.435928674489652,14.203537346494421,5.667873454260629
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Bulimia nervosa,Number,2017,21627.202385110955,32244.268486046512,13450.830270249793
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Bulimia nervosa,Percent,2017,0.0008963932593801473,0.0012790682219983242,0.0005860936755424685
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Bulimia nervosa,Rate,2017,39.35591797771087,58.67623390169812,24.477034219298794
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Autism spectrum disorders,Number,2017,36004.86307561141,49598.39908591711,24597.155120276315
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Autism spectrum disorders,Percent,2017,0.0014929312662326298,0.0019440835876230126,0.001081978024121484
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Autism spectrum disorders,Rate,2017,65.51954398771413,90.25626576625338,44.76046425981873
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Attention-deficit/hyperactivity disorder,Number,2017,9277.892925464092,14825.459452275967,5518.438259726496
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Attention-deficit/hyperactivity disorder,Percent,2017,0.00038446631133054465,0.0005937873672313299,0.00023825591301436386
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Attention-deficit/hyperactivity disorder,Rate,2017,16.883366904261546,26.978504006016767,10.042131184955073
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Conduct disorder,Number,2017,53845.368764309555,84588.14061765476,32072.750345549495
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Conduct disorder,Percent,2017,0.0022325103259341174,0.0033843905440574034,0.0013962183981190812
DALYs (Disability-Adjusted Life Years),South Africa,Both,All Ages,Conduct disorder,Rate,2017,97.98465279201619,153.9285509404278,58.364115221302484
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Mental disorders,Number,2017,22485306.051733833,28874776.30633271,16646194.258328103
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Mental disorders,Percent,2017,0.04660105080357186,0.056435760682162335,0.037394760695103994
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Mental disorders,Rate,2017,1628.7086550575743,2091.525815782663,1205.7563548359217
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Schizophrenia,Number,2017,2210280.844569682,2738197.6128484635,1665077.1491291774
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Schizophrenia,Percent,2017,0.004595938022659144,0.005627654758676633,0.0034851354910946626
DALYs (Disability-Adjusted Life Years),India,Both,All Ages,Schizophrenia,Rate,2017,160.1002687433298,198.3395796812111,120.60879037562252
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Mental disorders,Number,2017,1385133.510667436,1819611.9814864702,1012923.2651476153
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Mental disorders,Percent,2017,0.036526682350896816,0.04567335154670511,0.028369043492786235
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Mental disorders,Rate,2017,1346.3068519337144,1768.606462604089,984.5300267800134
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Schizophrenia,Number,2017,75153.25061530282,94407.52970546977,56177.70035398125
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Schizophrenia,Percent,2017,0.0019873609227702483,0.00249644650358343,0.0014842467359942068
DALYs (Disability-Adjusted Life Years),Ethiopia,Both,All Ages,Schizophrenia,Rate,2017,73.04663086211801,91.76119351510374,54.60298399394006
